Statistic Label,Census Year,Garda District,Age,Sex,UNIT, VALUE 
Population,2011,Mayfield,Age 35-39,Males,Number," 2,288 "
Population,2011,Mayfield,Age 35-39,Females,Number," 2,131 "
Population,2011,Mayfield,Age 40-44,Males,Number," 2,094 "
Population,2011,Mayfield,Age 40-44,Females,Number," 1,928 "
Population,2011,Mayfield,Age 45-49,Males,Number," 1,820 "
Population,2011,Mayfield,Age 45-49,Females,Number," 1,779 "
Population,2011,Mayfield,Age 50-54,Males,Number," 1,446 "
Population,2011,Mayfield,Age 50-54,Females,Number," 1,570 "
Population,2011,Mayfield,Age 55-59,Males,Number," 1,400 "
Population,2011,Mayfield,Age 55-59,Females,Number," 1,346 "
Population,2011,Mayfield,Age 60-64,Males,Number," 1,356 "
Population,2011,Mayfield,Age 60-64,Females,Number," 1,392 "
Population,2011,Mayfield,Age 65-69,Males,Number," 1,047 "
Population,2011,Mayfield,Age 65-69,Females,Number," 1,088 "
Population,2011,Mayfield,Age 70-74,Males,Number, 743 
Population,2011,Mayfield,Age 70-74,Females,Number, 860 
Population,2011,Mayfield,Age 75-79,Males,Number, 489 
Population,2011,Mayfield,Age 75-79,Females,Number, 586 
Population,2011,Mayfield,Age 80-84,Males,Number, 283 
Population,2011,Mayfield,Age 80-84,Females,Number, 412 
Population,2011,Mayfield,Age 85 and over,Males,Number, 137 
Population,2011,Mayfield,Age 85 and over,Females,Number, 380 
Population,2011,Gurranabraher,Age 0,Males,Number, 503 
Population,2011,Gurranabraher,Age 0,Females,Number, 438 
Population,2011,Gurranabraher,Age 1,Males,Number, 467 
Population,2011,Gurranabraher,Age 1,Females,Number, 438 
Population,2011,Gurranabraher,Age 2,Males,Number, 475 
Population,2011,Gurranabraher,Age 2,Females,Number, 458 
Population,2011,Gurranabraher,Age 3,Males,Number, 435 
Population,2011,Gurranabraher,Age 3,Females,Number, 465 
Population,2011,Gurranabraher,Age 4,Males,Number, 426 
Population,2011,Gurranabraher,Age 4,Females,Number, 414 
Population,2011,Gurranabraher,Age 5,Males,Number, 418 
Population,2011,Gurranabraher,Age 5,Females,Number, 380 
Population,2011,Gurranabraher,Age 6,Males,Number, 396 
Population,2011,Gurranabraher,Age 6,Females,Number, 390 
Population,2011,Gurranabraher,Age 7,Males,Number, 444 
Population,2011,Gurranabraher,Age 7,Females,Number, 432 
Population,2011,Gurranabraher,Age 8,Males,Number, 435 
Population,2011,Gurranabraher,Age 8,Females,Number, 373 
Population,2011,Gurranabraher,Age 9,Males,Number, 389 
Population,2011,Gurranabraher,Age 9,Females,Number, 419 
Population,2011,Gurranabraher,Age 10,Males,Number, 412 
Population,2011,Gurranabraher,Age 10,Females,Number, 396 
Population,2011,Gurranabraher,Age 11,Males,Number, 391 
Population,2011,Gurranabraher,Age 11,Females,Number, 397 
Population,2011,Gurranabraher,Age 12,Males,Number, 431 
Population,2011,Gurranabraher,Age 12,Females,Number, 375 
Population,2011,Gurranabraher,Age 13,Males,Number, 418 
Population,2011,Gurranabraher,Age 13,Females,Number, 384 
Population,2011,Gurranabraher,Age 14,Males,Number, 385 
Population,2011,Gurranabraher,Age 14,Females,Number, 372 
Population,2011,Gurranabraher,Age 15,Males,Number, 390 
Population,2011,Gurranabraher,Age 15,Females,Number, 342 
Population,2011,Gurranabraher,Age 16,Males,Number, 395 
Population,2011,Gurranabraher,Age 16,Females,Number, 382 
Population,2011,Gurranabraher,Age 17,Males,Number, 359 
Population,2011,Gurranabraher,Age 17,Females,Number, 355 
Population,2011,Gurranabraher,Age 18,Males,Number, 388 
Population,2011,Gurranabraher,Age 18,Females,Number, 369 
Population,2011,Gurranabraher,Age 19,Males,Number, 381 
Population,2011,Gurranabraher,Age 19,Females,Number, 368 
Population,2011,Gurranabraher,Age 20-24,Males,Number," 1,953 "
Population,2011,Gurranabraher,Age 20-24,Females,Number," 1,906 "
Population,2011,Gurranabraher,Age 25-29,Males,Number," 2,074 "
Population,2011,Gurranabraher,Age 25-29,Females,Number," 2,380 "
Population,2011,Gurranabraher,Age 30-34,Males,Number," 2,336 "
Population,2011,Gurranabraher,Age 30-34,Females,Number," 2,673 "
Population,2011,Gurranabraher,Age 35-39,Males,Number," 2,214 "
Population,2011,Gurranabraher,Age 35-39,Females,Number," 2,243 "
Population,2011,Gurranabraher,Age 40-44,Males,Number," 1,904 "
Population,2011,Gurranabraher,Age 40-44,Females,Number," 1,986 "
Population,2011,Gurranabraher,Age 45-49,Males,Number," 1,946 "
Population,2011,Gurranabraher,Age 45-49,Females,Number," 1,998 "
Population,2011,Gurranabraher,Age 50-54,Males,Number," 1,700 "
Population,2011,Gurranabraher,Age 50-54,Females,Number," 1,869 "
Population,2011,Gurranabraher,Age 55-59,Males,Number," 1,599 "
Population,2011,Gurranabraher,Age 55-59,Females,Number," 1,692 "
Population,2011,Gurranabraher,Age 60-64,Males,Number," 1,458 "
Population,2011,Gurranabraher,Age 60-64,Females,Number," 1,449 "
Population,2011,Gurranabraher,Age 65-69,Males,Number, 993 
Population,2011,Gurranabraher,Age 65-69,Females,Number, 979 
Population,2011,Gurranabraher,Age 70-74,Males,Number, 653 
Population,2011,Gurranabraher,Age 70-74,Females,Number, 695 
Population,2011,Gurranabraher,Age 75-79,Males,Number, 414 
Population,2011,Gurranabraher,Age 75-79,Females,Number, 542 
Population,2011,Gurranabraher,Age 80-84,Males,Number, 210 
Population,2011,Gurranabraher,Age 80-84,Females,Number, 354 
Population,2011,Gurranabraher,Age 85 and over,Males,Number, 160 
Population,2011,Gurranabraher,Age 85 and over,Females,Number, 351 
Population,2011,Fermoy,Age 0,Males,Number, 376 
Population,2011,Fermoy,Age 0,Females,Number, 323 
Population,2011,Fermoy,Age 1,Males,Number, 371 
Population,2011,Fermoy,Age 1,Females,Number, 342 
Population,2011,Fermoy,Age 2,Males,Number, 362 
Population,2011,Fermoy,Age 2,Females,Number, 337 
Population,2011,Fermoy,Age 3,Males,Number, 360 
Population,2011,Fermoy,Age 3,Females,Number, 346 
Population,2011,Fermoy,Age 4,Males,Number, 306 
Population,2011,Fermoy,Age 4,Females,Number, 333 
Population,2011,Fermoy,Age 5,Males,Number, 339 
Population,2011,Fermoy,Age 5,Females,Number, 333 
Population,2011,Fermoy,Age 6,Males,Number, 286 
Population,2011,Fermoy,Age 6,Females,Number, 263 
Population,2011,Fermoy,Age 7,Males,Number, 306 
Population,2011,Fermoy,Age 7,Females,Number, 271 
Population,2011,Fermoy,Age 8,Males,Number, 298 
Population,2011,Fermoy,Age 8,Females,Number, 266 
Population,2011,Fermoy,Age 9,Males,Number, 263 
Population,2011,Fermoy,Age 9,Females,Number, 255 
Population,2011,Fermoy,Age 10,Males,Number, 246 
Population,2011,Fermoy,Age 10,Females,Number, 258 
Population,2011,Fermoy,Age 11,Males,Number, 273 
Population,2011,Fermoy,Age 11,Females,Number, 241 
Population,2011,Fermoy,Age 12,Males,Number, 272 
Population,2011,Fermoy,Age 12,Females,Number, 253 
Population,2011,Fermoy,Age 13,Males,Number, 283 
Population,2011,Fermoy,Age 13,Females,Number, 265 
Population,2011,Fermoy,Age 14,Males,Number, 260 
Population,2011,Fermoy,Age 14,Females,Number, 230 
Population,2011,Fermoy,Age 15,Males,Number, 260 
Population,2011,Fermoy,Age 15,Females,Number, 273 
Population,2011,Fermoy,Age 16,Males,Number, 225 
Population,2011,Fermoy,Age 16,Females,Number, 234 
Population,2011,Fermoy,Age 17,Males,Number, 253 
Population,2011,Fermoy,Age 17,Females,Number, 230 
Population,2011,Fermoy,Age 18,Males,Number, 191 
Population,2011,Fermoy,Age 18,Females,Number, 195 
Population,2011,Fermoy,Age 19,Males,Number, 188 
Population,2011,Fermoy,Age 19,Females,Number, 173 
Population,2011,Fermoy,Age 20-24,Males,Number, 924 
Population,2011,Fermoy,Age 20-24,Females,Number," 1,001 "
Population,2011,Fermoy,Age 25-29,Males,Number," 1,183 "
Population,2011,Fermoy,Age 25-29,Females,Number," 1,330 "
Population,2011,Fermoy,Age 30-34,Males,Number," 1,645 "
Population,2011,Fermoy,Age 30-34,Females,Number," 1,708 "
Population,2011,Fermoy,Age 35-39,Males,Number," 1,805 "
Population,2011,Fermoy,Age 35-39,Females,Number," 1,708 "
Population,2011,Fermoy,Age 40-44,Males,Number," 1,515 "
Population,2011,Fermoy,Age 40-44,Females,Number," 1,382 "
Population,2011,Fermoy,Age 45-49,Males,Number," 1,280 "
Population,2011,Fermoy,Age 45-49,Females,Number," 1,160 "
Population,2011,Fermoy,Age 50-54,Males,Number," 1,197 "
Population,2011,Fermoy,Age 50-54,Females,Number," 1,077 "
Population,2011,Fermoy,Age 55-59,Males,Number," 1,096 "
Population,2011,Fermoy,Age 55-59,Females,Number, 998 
Population,2011,Fermoy,Age 60-64,Males,Number, 931 
Population,2011,Fermoy,Age 60-64,Females,Number, 941 
Population,2011,Fermoy,Age 65-69,Males,Number, 766 
Population,2011,Fermoy,Age 65-69,Females,Number, 729 
Population,2011,Fermoy,Age 70-74,Males,Number, 509 
Population,2011,Fermoy,Age 70-74,Females,Number, 536 
Population,2011,Fermoy,Age 75-79,Males,Number, 390 
Population,2011,Fermoy,Age 75-79,Females,Number, 461 
Population,2011,Fermoy,Age 80-84,Males,Number, 236 
Population,2011,Fermoy,Age 80-84,Females,Number, 351 
Population,2011,Fermoy,Age 85 and over,Males,Number, 173 
Population,2011,Fermoy,Age 85 and over,Females,Number, 313 
Population,2011,Mallow,Age 0,Males,Number, 397 
Population,2011,Mallow,Age 0,Females,Number, 372 
Population,2011,Mallow,Age 1,Males,Number, 427 
Population,2011,Mallow,Age 1,Females,Number, 348 
Population,2011,Mallow,Age 2,Males,Number, 407 
Population,2011,Mallow,Age 2,Females,Number, 376 
Population,2011,Mallow,Age 3,Males,Number, 388 
Population,2011,Mallow,Age 3,Females,Number, 364 
Population,2011,Mallow,Age 4,Males,Number, 372 
Population,2011,Mallow,Age 4,Females,Number, 361 
Population,2011,Mallow,Age 5,Males,Number, 322 
Population,2011,Mallow,Age 5,Females,Number, 338 
Population,2011,Mallow,Age 6,Males,Number, 370 
Population,2011,Mallow,Age 6,Females,Number, 339 
Population,2011,Mallow,Age 7,Males,Number, 348 
Population,2011,Mallow,Age 7,Females,Number, 326 
Population,2011,Mallow,Age 8,Males,Number, 347 
Population,2011,Mallow,Age 8,Females,Number, 338 
Population,2011,Mallow,Age 9,Males,Number, 311 
Population,2011,Mallow,Age 9,Females,Number, 299 
Population,2011,Mallow,Age 10,Males,Number, 326 
Population,2011,Mallow,Age 10,Females,Number, 280 
Population,2011,Mallow,Age 11,Males,Number, 315 
Population,2011,Mallow,Age 11,Females,Number, 331 
Population,2011,Mallow,Age 12,Males,Number, 321 
Population,2011,Mallow,Age 12,Females,Number, 319 
Population,2011,Mallow,Age 13,Males,Number, 323 
Population,2011,Mallow,Age 13,Females,Number, 296 
Population,2011,Mallow,Age 14,Males,Number, 281 
Population,2011,Mallow,Age 14,Females,Number, 316 
Population,2011,Mallow,Age 15,Males,Number, 273 
Population,2011,Mallow,Age 15,Females,Number, 287 
Population,2011,Mallow,Age 16,Males,Number, 262 
Population,2011,Mallow,Age 16,Females,Number, 269 
Population,2011,Mallow,Age 17,Males,Number, 255 
Population,2011,Mallow,Age 17,Females,Number, 286 
Population,2011,Mallow,Age 18,Males,Number, 277 
Population,2011,Mallow,Age 18,Females,Number, 266 
Population,2011,Mallow,Age 19,Males,Number, 239 
Population,2011,Mallow,Age 19,Females,Number, 236 
Population,2011,Mallow,Age 20-24,Males,Number," 1,258 "
Population,2011,Mallow,Age 20-24,Females,Number," 1,242 "
Population,2011,Mallow,Age 25-29,Males,Number," 1,576 "
Population,2011,Mallow,Age 25-29,Females,Number," 1,646 "
Population,2011,Mallow,Age 30-34,Males,Number," 1,908 "
Population,2011,Mallow,Age 30-34,Females,Number," 1,991 "
Population,2011,Mallow,Age 35-39,Males,Number," 1,909 "
Population,2011,Mallow,Age 35-39,Females,Number," 1,855 "
Population,2011,Mallow,Age 40-44,Males,Number," 1,772 "
Population,2011,Mallow,Age 40-44,Females,Number," 1,633 "
Population,2011,Mallow,Age 45-49,Males,Number," 1,583 "
Population,2011,Mallow,Age 45-49,Females,Number," 1,460 "
Population,2011,Mallow,Age 50-54,Males,Number," 1,493 "
Population,2011,Mallow,Age 50-54,Females,Number," 1,422 "
Population,2011,Mallow,Age 55-59,Males,Number," 1,392 "
Population,2011,Mallow,Age 55-59,Females,Number," 1,354 "
Population,2011,Mallow,Age 60-64,Males,Number," 1,254 "
Population,2011,Mallow,Age 60-64,Females,Number," 1,143 "
Population,2011,Mallow,Age 65-69,Males,Number, 900 
Population,2011,Mallow,Age 65-69,Females,Number, 918 
Population,2011,Mallow,Age 70-74,Males,Number, 723 
Population,2011,Mallow,Age 70-74,Females,Number, 781 
Population,2011,Mallow,Age 75-79,Males,Number, 593 
Population,2011,Mallow,Age 75-79,Females,Number, 705 
Population,2011,Mallow,Age 80-84,Males,Number, 366 
Population,2011,Mallow,Age 80-84,Females,Number, 536 
Population,2011,Mallow,Age 85 and over,Males,Number, 232 
Population,2011,Mallow,Age 85 and over,Females,Number, 526 
Population,2011,Midelton,Age 0,Males,Number, 608 
Population,2011,Midelton,Age 0,Females,Number, 598 
Population,2011,Midelton,Age 1,Males,Number, 685 
Population,2011,Midelton,Age 1,Females,Number, 623 
Population,2011,Midelton,Age 2,Males,Number, 652 
Population,2011,Midelton,Age 2,Females,Number, 671 
Population,2011,Midelton,Age 3,Males,Number, 636 
Population,2011,Midelton,Age 3,Females,Number, 585 
Population,2011,Midelton,Age 4,Males,Number, 565 
Population,2011,Midelton,Age 4,Females,Number, 562 
Population,2011,Midelton,Age 5,Males,Number, 528 
Population,2011,Midelton,Age 5,Females,Number, 529 
Population,2011,Midelton,Age 6,Males,Number, 558 
Population,2011,Midelton,Age 6,Females,Number, 576 
Population,2011,Midelton,Age 7,Males,Number, 472 
Population,2011,Midelton,Age 7,Females,Number, 481 
Population,2011,Midelton,Age 8,Males,Number, 519 
Population,2011,Midelton,Age 8,Females,Number, 471 
Population,2011,Midelton,Age 9,Males,Number, 481 
Population,2011,Midelton,Age 9,Females,Number, 449 
Population,2011,Midelton,Age 10,Males,Number, 479 
Population,2011,Midelton,Age 10,Females,Number, 434 
Population,2011,Midelton,Age 11,Males,Number, 412 
Population,2011,Midelton,Age 11,Females,Number, 423 
Population,2011,Midelton,Age 12,Males,Number, 408 
Population,2011,Midelton,Age 12,Females,Number, 415 
Population,2011,Midelton,Age 13,Males,Number, 389 
Population,2011,Midelton,Age 13,Females,Number, 394 
Population,2011,Midelton,Age 14,Males,Number, 397 
Population,2011,Midelton,Age 14,Females,Number, 380 
Population,2011,Midelton,Age 15,Males,Number, 368 
Population,2011,Midelton,Age 15,Females,Number, 368 
Population,2011,Midelton,Age 16,Males,Number, 389 
Population,2011,Midelton,Age 16,Females,Number, 380 
Population,2011,Midelton,Age 17,Males,Number, 388 
Population,2011,Midelton,Age 17,Females,Number, 338 
Population,2011,Midelton,Age 18,Males,Number, 393 
Population,2011,Midelton,Age 18,Females,Number, 352 
Population,2011,Midelton,Age 19,Males,Number, 288 
Population,2011,Midelton,Age 19,Females,Number, 303 
Population,2011,Midelton,Age 20-24,Males,Number," 1,433 "
Population,2011,Midelton,Age 20-24,Females,Number," 1,602 "
Population,2011,Midelton,Age 25-29,Males,Number," 1,985 "
Population,2011,Midelton,Age 25-29,Females,Number," 2,376 "
Population,2011,Midelton,Age 30-34,Males,Number," 2,944 "
Population,2011,Midelton,Age 30-34,Females,Number," 3,131 "
Population,2011,Midelton,Age 35-39,Males,Number," 2,983 "
Population,2011,Midelton,Age 35-39,Females,Number," 2,970 "
Population,2011,Midelton,Age 40-44,Males,Number," 2,520 "
Population,2011,Midelton,Age 40-44,Females,Number," 2,500 "
Population,2011,Midelton,Age 45-49,Males,Number," 2,112 "
Population,2011,Midelton,Age 45-49,Females,Number," 1,998 "
Population,2011,Midelton,Age 50-54,Males,Number," 1,732 "
Population,2011,Midelton,Age 50-54,Females,Number," 1,587 "
Population,2011,Midelton,Age 55-59,Males,Number," 1,490 "
Population,2011,Midelton,Age 55-59,Females,Number," 1,467 "
Population,2011,Midelton,Age 60-64,Males,Number," 1,421 "
Population,2011,Midelton,Age 60-64,Females,Number," 1,351 "
Population,2011,Midelton,Age 65-69,Males,Number," 1,100 "
Population,2011,Midelton,Age 65-69,Females,Number," 1,168 "
Population,2011,Midelton,Age 70-74,Males,Number, 775 
Population,2011,Midelton,Age 70-74,Females,Number, 780 
Population,2011,Midelton,Age 75-79,Males,Number, 528 
Population,2011,Midelton,Age 75-79,Females,Number, 660 
Population,2011,Midelton,Age 80-84,Males,Number, 347 
Population,2011,Midelton,Age 80-84,Females,Number, 477 
Population,2011,Midelton,Age 85 and over,Males,Number, 206 
Population,2011,Midelton,Age 85 and over,Females,Number, 510 
Population,2011,Bandon,Age 0,Males,Number, 350 
Population,2011,Bandon,Age 0,Females,Number, 334 
Population,2011,Bandon,Age 1,Males,Number, 347 
Population,2011,Bandon,Age 1,Females,Number, 344 
Population,2011,Bandon,Age 2,Males,Number, 356 
Population,2011,Bandon,Age 2,Females,Number, 363 
Population,2011,Bandon,Age 3,Males,Number, 386 
Population,2011,Bandon,Age 3,Females,Number, 353 
Population,2011,Bandon,Age 4,Males,Number, 340 
Population,2011,Bandon,Age 4,Females,Number, 321 
Population,2011,Bandon,Age 5,Males,Number, 330 
Population,2011,Bandon,Age 5,Females,Number, 305 
Population,2011,Bandon,Age 6,Males,Number, 357 
Population,2011,Bandon,Age 6,Females,Number, 282 
Population,2011,Bandon,Age 7,Males,Number, 289 
Population,2011,Bandon,Age 7,Females,Number, 307 
Population,2011,Bandon,Age 8,Males,Number, 309 
Population,2011,Bandon,Age 8,Females,Number, 296 
Population,2011,Bandon,Age 9,Males,Number, 317 
Population,2011,Bandon,Age 9,Females,Number, 274 
Population,2011,Bandon,Age 10,Males,Number, 284 
Population,2011,Bandon,Age 10,Females,Number, 270 
Population,2011,Bandon,Age 11,Males,Number, 267 
Population,2011,Bandon,Age 11,Females,Number, 275 
Population,2011,Bandon,Age 12,Males,Number, 282 
Population,2011,Bandon,Age 12,Females,Number, 296 
Population,2011,Bandon,Age 13,Males,Number, 303 
Population,2011,Bandon,Age 13,Females,Number, 284 
Population,2011,Bandon,Age 14,Males,Number, 281 
Population,2011,Bandon,Age 14,Females,Number, 286 
Population,2011,Bandon,Age 15,Males,Number, 257 
Population,2011,Bandon,Age 15,Females,Number, 236 
Population,2011,Bandon,Age 16,Males,Number, 263 
Population,2011,Bandon,Age 16,Females,Number, 288 
Population,2011,Bandon,Age 17,Males,Number, 247 
Population,2011,Bandon,Age 17,Females,Number, 254 
Population,2011,Bandon,Age 18,Males,Number, 248 
Population,2011,Bandon,Age 18,Females,Number, 229 
Population,2011,Bandon,Age 19,Males,Number, 207 
Population,2011,Bandon,Age 19,Females,Number, 209 
Population,2011,Bandon,Age 20-24,Males,Number," 1,040 "
Population,2011,Bandon,Age 20-24,Females,Number," 1,003 "
Population,2011,Bandon,Age 25-29,Males,Number," 1,200 "
Population,2011,Bandon,Age 25-29,Females,Number," 1,256 "
Population,2011,Bandon,Age 30-34,Males,Number," 1,520 "
Population,2011,Bandon,Age 30-34,Females,Number," 1,598 "
Population,2011,Bandon,Age 35-39,Males,Number," 1,676 "
Population,2011,Bandon,Age 35-39,Females,Number," 1,711 "
Population,2011,Bandon,Age 40-44,Males,Number," 1,627 "
Population,2011,Bandon,Age 40-44,Females,Number," 1,584 "
Population,2011,Bandon,Age 45-49,Males,Number," 1,436 "
Population,2011,Bandon,Age 45-49,Females,Number," 1,387 "
Population,2011,Bandon,Age 50-54,Males,Number," 1,263 "
Population,2011,Bandon,Age 50-54,Females,Number," 1,209 "
Population,2011,Bandon,Age 55-59,Males,Number," 1,135 "
Population,2011,Bandon,Age 55-59,Females,Number," 1,069 "
Population,2011,Bandon,Age 60-64,Males,Number, 971 
Population,2011,Bandon,Age 60-64,Females,Number, 918 
Population,2011,Bandon,Age 65-69,Males,Number, 710 
Population,2011,Bandon,Age 65-69,Females,Number, 768 
Population,2011,Bandon,Age 70-74,Males,Number, 563 
Population,2011,Bandon,Age 70-74,Females,Number, 560 
Population,2011,Bandon,Age 75-79,Males,Number, 408 
Population,2011,Bandon,Age 75-79,Females,Number, 486 
Population,2011,Bandon,Age 80-84,Males,Number, 269 
Population,2011,Bandon,Age 80-84,Females,Number, 382 
Population,2011,Bandon,Age 85 and over,Males,Number, 166 
Population,2011,Bandon,Age 85 and over,Females,Number, 318 
Population,2011,Bantry,Age 0,Males,Number, 134 
Population,2011,Bantry,Age 0,Females,Number, 127 
Population,2011,Bantry,Age 1,Males,Number, 127 
Population,2011,Bantry,Age 1,Females,Number, 128 
Population,2011,Bantry,Age 2,Males,Number, 143 
Population,2011,Bantry,Age 2,Females,Number, 124 
Population,2011,Bantry,Age 3,Males,Number, 137 
Population,2011,Bantry,Age 3,Females,Number, 128 
Population,2011,Bantry,Age 4,Males,Number, 146 
Population,2011,Bantry,Age 4,Females,Number, 154 
Population,2011,Bantry,Age 5,Males,Number, 150 
Population,2011,Bantry,Age 5,Females,Number, 123 
Population,2011,Bantry,Age 6,Males,Number, 139 
Population,2011,Bantry,Age 6,Females,Number, 118 
Population,2011,Bantry,Age 7,Males,Number, 144 
Population,2011,Bantry,Age 7,Females,Number, 146 
Population,2011,Bantry,Age 8,Males,Number, 162 
Population,2011,Bantry,Age 8,Females,Number, 130 
Population,2011,Bantry,Age 9,Males,Number, 147 
Population,2011,Bantry,Age 9,Females,Number, 159 
Population,2011,Bantry,Age 10,Males,Number, 149 
Population,2011,Bantry,Age 10,Females,Number, 150 
Population,2011,Bantry,Age 11,Males,Number, 167 
Population,2011,Bantry,Age 11,Females,Number, 143 
Population,2011,Bantry,Age 12,Males,Number, 154 
Population,2011,Bantry,Age 12,Females,Number, 149 
Population,2011,Bantry,Age 13,Males,Number, 153 
Population,2011,Bantry,Age 13,Females,Number, 145 
Population,2011,Bantry,Age 14,Males,Number, 149 
Population,2011,Bantry,Age 14,Females,Number, 125 
Population,2011,Bantry,Age 15,Males,Number, 149 
Population,2011,Bantry,Age 15,Females,Number, 132 
Population,2011,Bantry,Age 16,Males,Number, 151 
Population,2011,Bantry,Age 16,Females,Number, 131 
Population,2011,Bantry,Age 17,Males,Number, 150 
Population,2011,Bantry,Age 17,Females,Number, 135 
Population,2011,Bantry,Age 18,Males,Number, 130 
Population,2011,Bantry,Age 18,Females,Number, 103 
Population,2011,Bantry,Age 19,Males,Number, 83 
Population,2011,Bantry,Age 19,Females,Number, 92 
Population,2011,Bantry,Age 20-24,Males,Number, 479 
Population,2011,Bantry,Age 20-24,Females,Number, 433 
Population,2011,Bantry,Age 25-29,Males,Number, 486 
Population,2011,Bantry,Age 25-29,Females,Number, 523 
Population,2011,Bantry,Age 30-34,Males,Number, 646 
Population,2011,Bantry,Age 30-34,Females,Number, 572 
Population,2011,Bantry,Age 35-39,Males,Number, 600 
Population,2011,Bantry,Age 35-39,Females,Number, 657 
Population,2011,Bantry,Age 40-44,Males,Number, 707 
Population,2011,Bantry,Age 40-44,Females,Number, 720 
Population,2011,Bantry,Age 45-49,Males,Number, 804 
Population,2011,Bantry,Age 45-49,Females,Number, 805 
Population,2011,Bantry,Age 50-54,Males,Number, 785 
Population,2011,Bantry,Age 50-54,Females,Number, 764 
Population,2011,Bantry,Age 55-59,Males,Number, 726 
Population,2011,Bantry,Age 55-59,Females,Number, 711 
Population,2011,Bantry,Age 60-64,Males,Number, 699 
Population,2011,Bantry,Age 60-64,Females,Number, 641 
Population,2011,Bantry,Age 65-69,Males,Number, 585 
Population,2011,Bantry,Age 65-69,Females,Number, 596 
Population,2011,Bantry,Age 70-74,Males,Number, 457 
Population,2011,Bantry,Age 70-74,Females,Number, 456 
Population,2011,Bantry,Age 75-79,Males,Number, 367 
Population,2011,Bantry,Age 75-79,Females,Number, 353 
Population,2011,Bantry,Age 80-84,Males,Number, 212 
Population,2011,Bantry,Age 80-84,Females,Number, 259 
Population,2011,Bantry,Age 85 and over,Males,Number, 145 
Population,2011,Bantry,Age 85 and over,Females,Number, 293 
Population,2011,Clonakilty,Age 0,Males,Number, 201 
Population,2011,Clonakilty,Age 0,Females,Number, 211 
Population,2011,Clonakilty,Age 1,Males,Number, 223 
Population,2011,Clonakilty,Age 1,Females,Number, 195 
Population,2011,Clonakilty,Age 2,Males,Number, 206 
Population,2011,Clonakilty,Age 2,Females,Number, 211 
Population,2011,Clonakilty,Age 3,Males,Number, 199 
Population,2011,Clonakilty,Age 3,Females,Number, 209 
Population,2011,Clonakilty,Age 4,Males,Number, 203 
Population,2011,Clonakilty,Age 4,Females,Number, 196 
Population,2011,Clonakilty,Age 5,Males,Number, 200 
Population,2011,Clonakilty,Age 5,Females,Number, 203 
Population,2011,Clonakilty,Age 6,Males,Number, 192 
Population,2011,Clonakilty,Age 6,Females,Number, 195 
Population,2011,Clonakilty,Age 7,Males,Number, 230 
Population,2011,Clonakilty,Age 7,Females,Number, 174 
Population,2011,Clonakilty,Age 8,Males,Number, 191 
Population,2011,Clonakilty,Age 8,Females,Number, 185 
Population,2011,Clonakilty,Age 9,Males,Number, 183 
Population,2011,Clonakilty,Age 9,Females,Number, 222 
Population,2011,Clonakilty,Age 10,Males,Number, 230 
Population,2011,Clonakilty,Age 10,Females,Number, 205 
Population,2011,Clonakilty,Age 11,Males,Number, 211 
Population,2011,Clonakilty,Age 11,Females,Number, 199 
Population,2011,Clonakilty,Age 12,Males,Number, 225 
Population,2011,Clonakilty,Age 12,Females,Number, 204 
Population,2011,Clonakilty,Age 13,Males,Number, 178 
Population,2011,Clonakilty,Age 13,Females,Number, 168 
Population,2011,Clonakilty,Age 14,Males,Number, 213 
Population,2011,Clonakilty,Age 14,Females,Number, 201 
Population,2011,Clonakilty,Age 15,Males,Number, 192 
Population,2011,Clonakilty,Age 15,Females,Number, 190 
Population,2011,Clonakilty,Age 16,Males,Number, 205 
Population,2011,Clonakilty,Age 16,Females,Number, 207 
Population,2011,Clonakilty,Age 17,Males,Number, 190 
Population,2011,Clonakilty,Age 17,Females,Number, 189 
Population,2011,Clonakilty,Age 18,Males,Number, 189 
Population,2011,Clonakilty,Age 18,Females,Number, 196 
Population,2011,Clonakilty,Age 19,Males,Number, 123 
Population,2011,Clonakilty,Age 19,Females,Number, 181 
Population,2011,Clonakilty,Age 20-24,Males,Number, 711 
Population,2011,Clonakilty,Age 20-24,Females,Number, 674 
Population,2011,Clonakilty,Age 25-29,Males,Number, 815 
Population,2011,Clonakilty,Age 25-29,Females,Number, 822 
Population,2011,Clonakilty,Age 30-34,Males,Number, 955 
Population,2011,Clonakilty,Age 30-34,Females,Number, 942 
Population,2011,Clonakilty,Age 35-39,Males,Number," 1,064 "
Population,2011,Clonakilty,Age 35-39,Females,Number," 1,023 "
Population,2011,Clonakilty,Age 40-44,Males,Number," 1,027 "
Population,2011,Clonakilty,Age 40-44,Females,Number," 1,042 "
Population,2011,Clonakilty,Age 45-49,Males,Number," 1,079 "
Population,2011,Clonakilty,Age 45-49,Females,Number," 1,075 "
Population,2011,Clonakilty,Age 50-54,Males,Number, 961 
Population,2011,Clonakilty,Age 50-54,Females,Number, 939 
Population,2011,Clonakilty,Age 55-59,Males,Number, 876 
Population,2011,Clonakilty,Age 55-59,Females,Number, 836 
Population,2011,Clonakilty,Age 60-64,Males,Number, 825 
Population,2011,Clonakilty,Age 60-64,Females,Number, 782 
Population,2011,Clonakilty,Age 65-69,Males,Number, 671 
Population,2011,Clonakilty,Age 65-69,Females,Number, 643 
Population,2011,Clonakilty,Age 70-74,Males,Number, 520 
