STATISTIC,Statistic Label,TLIST(A1),Census Year,C04167V04938,Electoral Divisions,UNIT, VALUE 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d47-13a3-e055-000000000001,"Clontarf East E, Dublin City",%, 71.20 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d48-13a3-e055-000000000001,"Clontarf West A, Dublin City",%, 71.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d49-13a3-e055-000000000001,"Clontarf West B, Dublin City",%, 78.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d4a-13a3-e055-000000000001,"Clontarf West C, Dublin City",%, 56.90 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d4b-13a3-e055-000000000001,"Clontarf West D, Dublin City",%, 52.80 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d4c-13a3-e055-000000000001,"Clontarf West E, Dublin City",%, 72.90 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d4d-13a3-e055-000000000001,"Crumlin A, Dublin City",%, 79.50 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d4e-13a3-e055-000000000001,"Crumlin B, Dublin City",%, 78.00 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d4f-13a3-e055-000000000001,"Crumlin C, Dublin City",%, 73.90 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d50-13a3-e055-000000000001,"Crumlin D, Dublin City",%, 74.70 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d62-13a3-e055-000000000001,"Crumlin E, Dublin City",%, 80.70 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d63-13a3-e055-000000000001,"Crumlin F, Dublin City",%, 66.70 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d64-13a3-e055-000000000001,"Decies, Dublin City",%, 89.90 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d65-13a3-e055-000000000001,"Drumcondra South A, Dublin City",%, 52.20 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d66-13a3-e055-000000000001,"Drumcondra South B, Dublin City",%, 50.10 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d67-13a3-e055-000000000001,"Drumcondra South C, Dublin City",%, 60.00 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d68-13a3-e055-000000000001,"Drumfinn, Dublin City",%, 90.40 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d69-13a3-e055-000000000001,"Edenmore, Dublin City",%, 82.60 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d6a-13a3-e055-000000000001,"Finglas North A, Dublin City",%, 87.70 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d6b-13a3-e055-000000000001,"Finglas North B, Dublin City",%, 87.50 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d6c-13a3-e055-000000000001,"Finglas North C, Dublin City",%, 80.80 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d6d-13a3-e055-000000000001,"Finglas South A, Dublin City",%, 86.70 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d6e-13a3-e055-000000000001,"Finglas South B, Dublin City",%, 77.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d6f-13a3-e055-000000000001,"Finglas South C, Dublin City",%, 90.90 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d70-13a3-e055-000000000001,"Finglas South D, Dublin City",%, 88.40 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d71-13a3-e055-000000000001,"Grace Park, Dublin City",%, 66.80 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d7f-13a3-e055-000000000001,"Grange A, Dublin City",%, 69.20 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d80-13a3-e055-000000000001,"Grange B, Dublin City",%, 60.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d81-13a3-e055-000000000001,"Grange C, Dublin City",%, 85.00 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d82-13a3-e055-000000000001,"Grange D, Dublin City",%, 77.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d83-13a3-e055-000000000001,"Grange E, Dublin City",%, 76.90 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d84-13a3-e055-000000000001,"Harmonstown A, Dublin City",%, 80.80 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d85-13a3-e055-000000000001,"Harmonstown B, Dublin City",%, 78.90 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d86-13a3-e055-000000000001,"Inchicore A, Dublin City",%, 62.40 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d87-13a3-e055-000000000001,"Inchicore B, Dublin City",%, 76.60 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d88-13a3-e055-000000000001,"Inns Quay A, Dublin City",%, 48.80 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d89-13a3-e055-000000000001,"Inns Quay B, Dublin City",%, 41.20 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d8a-13a3-e055-000000000001,"Inns Quay C, Dublin City",%, 46.50 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d8b-13a3-e055-000000000001,"Kilmainham A, Dublin City",%, 78.70 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d8c-13a3-e055-000000000001,"Kilmainham B, Dublin City",%, 47.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d8d-13a3-e055-000000000001,"Kilmainham C, Dublin City",%, 57.00 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d97-13a3-e055-000000000001,"Kilmore A, Dublin City",%, 76.10 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d98-13a3-e055-000000000001,"Kilmore B, Dublin City",%, 84.90 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d8e-13a3-e055-000000000001,"Kilmore C, Dublin City",%, 88.50 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d96-13a3-e055-000000000001,"Kilmore D, Dublin City",%, 83.00 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d99-13a3-e055-000000000001,"Kimmage A, Dublin City",%, 83.00 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d9a-13a3-e055-000000000001,"Kimmage B, Dublin City",%, 80.90 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d9b-13a3-e055-000000000001,"Kimmage C, Dublin City",%, 49.40 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d9c-13a3-e055-000000000001,"Kimmage D, Dublin City",%, 69.80 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d9d-13a3-e055-000000000001,"Kimmage E, Dublin City",%, 69.60 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d9e-13a3-e055-000000000001,"Kylemore, Dublin City",%, 90.10 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d9f-13a3-e055-000000000001,"Mansion House A, Dublin City",%, 54.00 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1da0-13a3-e055-000000000001,"Mansion House B, Dublin City",%, 33.20 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1da1-13a3-e055-000000000001,"Merchants Quay A, Dublin City",%, 53.10 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1da2-13a3-e055-000000000001,"Merchants Quay B, Dublin City",%, 41.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1da3-13a3-e055-000000000001,"Merchants Quay C, Dublin City",%, 45.40 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1da4-13a3-e055-000000000001,"Merchants Quay D, Dublin City",%, 48.90 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1da5-13a3-e055-000000000001,"Merchants Quay E, Dublin City",%, 39.50 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1da6-13a3-e055-000000000001,"Merchants Quay F, Dublin City",%, 47.00 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1da7-13a3-e055-000000000001,"Mountjoy A, Dublin City",%, 43.60 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1da8-13a3-e055-000000000001,"Mountjoy B, Dublin City",%, 31.60 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1db2-13a3-e055-000000000001,"North City, Dublin City",%, 38.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1db3-13a3-e055-000000000001,"North Dock A, Dublin City",%, 58.60 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1db4-13a3-e055-000000000001,"North Dock B, Dublin City",%, 43.50 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1db5-13a3-e055-000000000001,"North Dock C, Dublin City",%, 44.80 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1db6-13a3-e055-000000000001,"Pembroke East A, Dublin City",%, 70.10 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1db7-13a3-e055-000000000001,"Pembroke East B, Dublin City",%, 55.70 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1db8-13a3-e055-000000000001,"Pembroke East C, Dublin City",%, 51.50 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1db9-13a3-e055-000000000001,"Pembroke East D, Dublin City",%, 48.10 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dba-13a3-e055-000000000001,"Pembroke East E, Dublin City",%, 42.90 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dbb-13a3-e055-000000000001,"Pembroke West A, Dublin City",%, 46.40 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dbc-13a3-e055-000000000001,"Pembroke West B, Dublin City",%, 41.60 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dbd-13a3-e055-000000000001,"Pembroke West C, Dublin City",%, 39.20 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dbe-13a3-e055-000000000001,"Phoenix Park, Dublin City",%, 42.70 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dcc-13a3-e055-000000000001,"Priorswood A, Dublin City",%, 86.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dcd-13a3-e055-000000000001,"Priorswood B, Dublin City",%, 88.40 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dca-13a3-e055-000000000001,"Priorswood C, Dublin City",%, 80.20 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dcb-13a3-e055-000000000001,"Priorswood D, Dublin City",%, 86.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dce-13a3-e055-000000000001,"Priorswood E, Dublin City",%, 85.50 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dcf-13a3-e055-000000000001,"Raheny-Foxfield, Dublin City",%, 78.70 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dd0-13a3-e055-000000000001,"Raheny-Greendale, Dublin City",%, 75.50 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dd1-13a3-e055-000000000001,"Raheny-St. Assam, Dublin City",%, 67.40 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dd2-13a3-e055-000000000001,"Rathfarnham, Dublin City",%, 48.10 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dd3-13a3-e055-000000000001,"Rathmines East A, Dublin City",%, 43.80 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dd4-13a3-e055-000000000001,"Rathmines East B, Dublin City",%, 47.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dd5-13a3-e055-000000000001,"Rathmines East C, Dublin City",%, 56.40 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dd6-13a3-e055-000000000001,"Rathmines East D, Dublin City",%, 53.80 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dd7-13a3-e055-000000000001,"Rathmines West A, Dublin City",%, 37.10 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dd8-13a3-e055-000000000001,"Rathmines West B, Dublin City",%, 41.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1de6-13a3-e055-000000000001,"Rathmines West C, Dublin City",%, 43.40 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1de7-13a3-e055-000000000001,"Rathmines West D, Dublin City",%, 48.40 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1de8-13a3-e055-000000000001,"Rathmines West E, Dublin City",%, 49.40 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1de9-13a3-e055-000000000001,"Rathmines West F, Dublin City",%, 41.10 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dea-13a3-e055-000000000001,"Rotunda A, Dublin City",%, 39.70 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1deb-13a3-e055-000000000001,"Rotunda B, Dublin City",%, 41.50 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dec-13a3-e055-000000000001,"Royal Exchange A, Dublin City",%, 40.40 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1ded-13a3-e055-000000000001,"Royal Exchange B, Dublin City",%, 46.00 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dee-13a3-e055-000000000001,"Saint Kevin's, Dublin City",%, 38.70 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1def-13a3-e055-000000000001,"South Dock, Dublin City",%, 38.10 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1df0-13a3-e055-000000000001,"Terenure A, Dublin City",%, 55.00 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1df1-13a3-e055-000000000001,"Terenure B, Dublin City",%, 61.10 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1df2-13a3-e055-000000000001,"Terenure C, Dublin City",%, 67.70 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1df3-13a3-e055-000000000001,"Terenure D, Dublin City",%, 65.20 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1df4-13a3-e055-000000000001,"Ushers A, Dublin City",%, 32.40 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1df5-13a3-e055-000000000001,"Ushers B, Dublin City",%, 48.90 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1df6-13a3-e055-000000000001,"Ushers C, Dublin City",%, 59.50 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1df7-13a3-e055-000000000001,"Ushers D, Dublin City",%, 54.90 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1df8-13a3-e055-000000000001,"Ushers E, Dublin City",%, 69.60 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1e05-13a3-e055-000000000001,"Ushers F, Dublin City",%, 57.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1e06-13a3-e055-000000000001,"Walkinstown A, Dublin City",%, 68.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1e07-13a3-e055-000000000001,"Walkinstown B, Dublin City",%, 76.80 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1e08-13a3-e055-000000000001,"Walkinstown C, Dublin City",%, 79.60 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1e09-13a3-e055-000000000001,"Whitehall A, Dublin City",%, 62.90 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1e0a-13a3-e055-000000000001,"Whitehall B, Dublin City",%, 65.50 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1e0b-13a3-e055-000000000001,"Whitehall C, Dublin City",%, 61.60 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1e0c-13a3-e055-000000000001,"Whitehall D, Dublin City",%, 58.00 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1e0d-13a3-e055-000000000001,"Wood Quay A, Dublin City",%, 70.40 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1e0e-13a3-e055-000000000001,"Wood Quay B, Dublin City",%, 47.50 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1e23-13a3-e055-000000000001,"Ballinascorney, South Dublin",%, 72.00 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1e2a-13a3-e055-000000000001,"Ballyboden, South Dublin",%, 70.50 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1ce0-13a3-e055-000000000001,"Bohernabreena, South Dublin",%, 80.70 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d02-13a3-e055-000000000001,"Clondalkin Village, South Dublin",%, 74.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1cfc-13a3-e055-000000000001,"Clondalkin-Ballymount, South Dublin",%, 65.10 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1cfd-13a3-e055-000000000001,"Clondalkin-Cappaghmore, South Dublin",%, 79.10 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1cfe-13a3-e055-000000000001,"Clondalkin-Dunawley, South Dublin",%, 75.60 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1cff-13a3-e055-000000000001,"Clondalkin-Monastery, South Dublin",%, 66.20 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d00-13a3-e055-000000000001,"Clondalkin-Moorfield, South Dublin",%, 81.90 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d01-13a3-e055-000000000001,"Clondalkin-Rowlagh, South Dublin",%, 88.50 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d5f-13a3-e055-000000000001,"Edmondstown, South Dublin",%, 74.90 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d60-13a3-e055-000000000001,"Firhouse Village, South Dublin",%, 73.10 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d61-13a3-e055-000000000001,"Firhouse-Ballycullen, South Dublin",%, 70.10 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1d78-13a3-e055-000000000001,"Firhouse-Knocklyon, South Dublin",%, 73.10 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dc8-13a3-e055-000000000001,"Lucan Heights, South Dublin",%, 65.20 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dc7-13a3-e055-000000000001,"Lucan-Esker, South Dublin",%, 61.70 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dde-13a3-e055-000000000001,"Lucan-St. Helens, South Dublin",%, 52.20 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1de2-13a3-e055-000000000001,"Newcastle, South Dublin",%, 68.50 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1de3-13a3-e055-000000000001,"Palmerston Village, South Dublin",%, 76.60 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1de4-13a3-e055-000000000001,"Palmerston West, South Dublin",%, 78.10 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1dff-13a3-e055-000000000001,"Rathcoole, South Dublin",%, 70.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1e04-13a3-e055-000000000001,"Rathfarnham Village, South Dublin",%, 61.70 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1e00-13a3-e055-000000000001,"Rathfarnham-Ballyroan, South Dublin",%, 71.90 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1e01-13a3-e055-000000000001,"Rathfarnham-Butterfield, South Dublin",%, 67.10 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1e02-13a3-e055-000000000001,"Rathfarnham-Hermitage, South Dublin",%, 62.70 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1e03-13a3-e055-000000000001,"Rathfarnham-St. Enda's, South Dublin",%, 68.10 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1e16-13a3-e055-000000000001,"Saggart, South Dublin",%, 59.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1cb3-13a3-e055-000000000001,"Tallaght-Avonbeg, South Dublin",%, 86.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1cb4-13a3-e055-000000000001,"Tallaght-Belgard, South Dublin",%, 76.20 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1cb5-13a3-e055-000000000001,"Tallaght-Fettercairn, South Dublin",%, 70.20 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1cb6-13a3-e055-000000000001,"Tallaght-Glenview, South Dublin",%, 64.40 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1cb7-13a3-e055-000000000001,"Tallaght-Jobstown, South Dublin",%, 71.70 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1cb8-13a3-e055-000000000001,"Tallaght-Killinardan, South Dublin",%, 87.00 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1cca-13a3-e055-000000000001,"Tallaght-Kilnamanagh, South Dublin",%, 85.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1ccb-13a3-e055-000000000001,"Tallaght-Kiltipper, South Dublin",%, 77.20 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1ccc-13a3-e055-000000000001,"Tallaght-Kingswood, South Dublin",%, 76.50 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1ccd-13a3-e055-000000000001,"Tallaght-Millbrook, South Dublin",%, 83.70 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1cce-13a3-e055-000000000001,"Tallaght-Oldbawn, South Dublin",%, 77.00 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1ccf-13a3-e055-000000000001,"Tallaght-Springfield, South Dublin",%, 56.20 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1cd0-13a3-e055-000000000001,"Tallaght-Tymon, South Dublin",%, 84.30 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1cd6-13a3-e055-000000000001,"Templeogue Village, South Dublin",%, 63.90 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1cd1-13a3-e055-000000000001,"Templeogue-Cypress, South Dublin",%, 69.90 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1cd2-13a3-e055-000000000001,"Templeogue-Kimmage Manor, South Dublin",%, 66.20 
F1008C05,Percentage of those in county Dublin with a birthplace of Dublin(Republic),2022,2022,2ae19629-1cd3-13a3-e055-000000000001,"Templeogue-Limekiln, South Dublin",%, 78.70 
