Statistic Label,Electoral Division,Year,UNIT, VALUE ,Electoral Division Name,,,
Household median gross income,"324 Kilmacdonogh, Co. Cork",2016,Euro,"44,079.00",KILMACDONOGH,1,CO. CORK,CORK
Household median gross income,"325 Youghal Rural (Part Rural), Co. Cork",2016,Euro,"50,794.00",YOUGHAL RURAL (PART RURAL),1,CO. CORK,CORK
Household median gross income,"001 Killarney Urban, Co. Kerry",2016,Euro,"37,423.00",KILLARNEY URBAN,1,CO. KERRY,KERRY
Household median gross income,"002 Listowel Urban, Co. Kerry",2016,Euro,"29,999.00",LISTOWEL URBAN,1,CO. KERRY,KERRY
Household median gross income,"003 Tralee Urban, Co. Kerry",2016,Euro,"23,021.00",TRALEE URBAN,1,CO. KERRY,KERRY
Household median gross income,"004 Na Beathacha, Co. Kerry",2016,Euro,"32,598.00",NA BEATHACHA,1,CO. KERRY,KERRY
Household median gross income,"005 Baile an Sceilg, Co. Kerry",2016,Euro,"31,130.00",BAILE AN SCEILG,1,CO. KERRY,KERRY
Household median gross income,"006 An Baile Breac, Co. Kerry",2016,Euro,"34,915.00",AN BAILE BREAC,1,CO. KERRY,KERRY
Household median gross income,"007 Caher, Co. Kerry",2016,Euro,"27,889.00",CAHER,1,CO. KERRY,KERRY
Household median gross income,"008 Cathair Dónall, Co. Kerry",2016,Euro,"25,215.00",CATHAIR DÓNALL,1,CO. KERRY,KERRY
Household median gross income,999 Ceannúigh / Máistir Gaoithe,2016,Euro,"35,088.00",CEANNÚIGH / MÁISTIR GAOITHE,1,Co. Kerry,Kerry
Household median gross income,"010 Castlequin, Co. Kerry",2016,Euro,"41,353.00",CASTLEQUIN,1,CO. KERRY,KERRY
Household median gross income,"012 Curraghbeg, Co. Kerry",2016,Euro,"39,777.00",CURRAGHBEG,1,CO. KERRY,KERRY
Household median gross income,"013 Doire Fhíonáin, Co. Kerry",2016,Euro,"31,036.00",DOIRE FHÍONÁIN,1,CO. KERRY,KERRY
Household median gross income,999 Doire Ianna / Cloon,2016,Euro,"29,102.00",DOIRE IANNA / CLOON,1,Co. Galway,GALWAY
Household median gross income,"015 An tImleach, Co. Kerry",2016,Euro,"30,651.00",AN TIMLEACH,1,CO. KERRY,KERRY
Household median gross income,"016 Glanbehy, Co. Kerry",2016,Euro,"33,502.00",GLANBEHY,1,CO. KERRY,KERRY
Household median gross income,"017 Killinane, Co. Kerry",2016,Euro,"27,206.00",KILLINANE,1,CO. KERRY,KERRY
Household median gross income,"018 Lickeen, Co. Kerry",2016,Euro,"40,126.00",LICKEEN,1,CO. KERRY,KERRY
Household median gross income,"019 Loch Luíoch, Co. Kerry",2016,Euro,"28,799.00",LOCH LUÍOCH,1,CO. KERRY,KERRY
Household median gross income,"021 Maum, Co. Kerry",2016,Euro,"38,646.00",MAUM,1,CO. KERRY,KERRY
Household median gross income,"022 Portmagee, Co. Kerry",2016,Euro,"30,247.00",PORTMAGEE,1,CO. KERRY,KERRY
Household median gross income,"023 Toghroinn Fhíonáin, Co. Kerry",2016,Euro,"32,283.00",TOGHROINN FHÍONÁIN,1,CO. KERRY,KERRY
Household median gross income,"024 Teeranearagh, Co. Kerry",2016,Euro,"30,985.00",TEERANEARAGH,1,CO. KERRY,KERRY
Household median gross income,"025 Valencia, Co. Kerry",2016,Euro,"32,312.00",VALENCIA,1,CO. KERRY,KERRY
Household median gross income,"026 Ballinvoher, Co. Kerry",2016,Euro,"32,099.00",BALLINVOHER,1,CO. KERRY,KERRY
Household median gross income,"027 An Baile Dubh, Co. Kerry",2016,Euro,"31,367.00",AN BAILE DUBH,1,CO. KERRY,KERRY
Household median gross income,"028 Ballynacourty, Co. Kerry",2016,Euro,"37,712.00",BALLYNACOURTY,1,CO. KERRY,KERRY
Household median gross income,"029 Cé Bhréanainn, Co. Kerry",2016,Euro,"39,816.00",CÉ BHRÉANAINN,1,CO. KERRY,KERRY
Household median gross income,"030 Castlegregory, Co. Kerry",2016,Euro,"33,947.00",CASTLEGREGORY,1,CO. KERRY,KERRY
Household median gross income,"031 An Clochán, Co. Kerry",2016,Euro,"36,826.00",AN CLOCHÁN,1,CO. KERRY,KERRY
Household median gross income,"032 Deelis, Co. Kerry",2016,Euro,"32,152.00",DEELIS,1,CO. KERRY,KERRY
Household median gross income,"033 An Daingean, Co. Kerry",2016,Euro,"31,142.00",AN DAINGEAN,1,CO. KERRY,KERRY
Household median gross income,"034 Dún Chaoin, Co. Kerry",2016,Euro,"34,598.00",DÚN CHAOIN,1,CO. KERRY,KERRY
Household median gross income,"035 Dún Urlann, Co. Kerry",2016,Euro,"35,303.00",DÚN URLANN,1,CO. KERRY,KERRY
Household median gross income,"036 Na Gleannta, Co. Kerry",2016,Euro,"39,695.00",NA GLEANNTA,1,CO. KERRY,KERRY
Household median gross income,"037 Inch, Co. Kerry",2016,Euro,"30,559.00",INCH,1,CO. KERRY,KERRY
Household median gross income,"038 Cill Maoilchéadair, Co. Kerry",2016,Euro,"29,721.00",CILL MAOILCHÉADAIR,1,CO. KERRY,KERRY
Household median gross income,"039 Cill Chuáin, Co. Kerry",2016,Euro,"30,853.00",CILL CHUÁIN,1,CO. KERRY,KERRY
Household median gross income,"040 Cinn Aird, Co. Kerry",2016,Euro,"37,180.00",CINN AIRD,1,CO. KERRY,KERRY
Household median gross income,"041 Lack, Co. Kerry",2016,Euro,"37,514.00",LACK,1,CO. KERRY,KERRY
Household median gross income,"042 Márthain, Co. Kerry",2016,Euro,"27,810.00",MÁRTHAIN,1,CO. KERRY,KERRY
Household median gross income,"043 An Mhin Aird, Co. Kerry",2016,Euro,"35,593.00",AN MHIN AIRD,1,CO. KERRY,KERRY
Household median gross income,"044 An Sráidbhaile, Co. Kerry",2016,Euro,"38,029.00",AN SRÁIDBHAILE,1,CO. KERRY,KERRY
Household median gross income,"045 Ceann Trá, Co. Kerry",2016,Euro,"30,605.00",CEANN TRÁ,1,CO. KERRY,KERRY
Household median gross income,"046 Ardea, Co. Kerry",2016,Euro,"27,895.00",ARDEA,1,CO. KERRY,KERRY
Household median gross income,"047 Banawn, Co. Kerry",2016,Euro,"34,812.00",BANAWN,1,CO. KERRY,KERRY
Household median gross income,"048 Cappagh, Co. Kerry",2016,Euro,"35,795.00",CAPPAGH,1,CO. KERRY,KERRY
Household median gross income,"049 Castlecove, Co. Kerry",2016,Euro,"23,584.00",CASTLECOVE,1,CO. KERRY,KERRY
Household median gross income,"050 Dawros, Co. Kerry",2016,Euro,"34,383.00",DAWROS,1,CO. KERRY,KERRY
Household median gross income,"051 Dromore, Co. Kerry",2016,Euro,"32,335.00",DROMORE,1,CO. KERRY,KERRY
Household median gross income,"052 Glanlee, Co. Kerry",2016,Euro,"39,877.00",GLANLEE,1,CO. KERRY,KERRY
Household median gross income,"053 Glanlough, Co. Kerry",2016,Euro,"35,588.00",GLANLOUGH,1,CO. KERRY,KERRY
Household median gross income,"054 Glanmore, Co. Kerry",2016,Euro,"26,491.00",GLANMORE,1,CO. KERRY,KERRY
Household median gross income,"055 Greenane, Co. Kerry",2016,Euro,"32,288.00",GREENANE,1,CO. KERRY,KERRY
Household median gross income,"056 Kenmare, Co. Kerry",2016,Euro,"33,756.00",KENMARE,1,CO. KERRY,KERRY
Household median gross income,"057 Kilgarvan, Co. Kerry",2016,Euro,"34,125.00",KILGARVAN,1,CO. KERRY,KERRY
Household median gross income,"058 Loughbrin, Co. Kerry",2016,Euro,"29,225.00",LOUGHBRIN,1,CO. KERRY,KERRY
Household median gross income,"059 Reen, Co. Kerry",2016,Euro,"38,145.00",REEN,1,CO. KERRY,KERRY
Household median gross income,"060 Sneem, Co. Kerry",2016,Euro,"27,322.00",SNEEM,1,CO. KERRY,KERRY
Household median gross income,"061 Tahilla, Co. Kerry",2016,Euro,"18,896.00",TAHILLA,1,CO. KERRY,KERRY
Household median gross income,"062 Aghadoe, Co. Kerry",2016,Euro,"48,911.00",AGHADOE,1,CO. KERRY,KERRY
Household median gross income,"063 Aglish, Co. Kerry",2016,Euro,"47,838.00",AGLISH,1,CO. KERRY,KERRY
Household median gross income,"064 Ballyhar, Co. Kerry",2016,Euro,"46,183.00",BALLYHAR,1,CO. KERRY,KERRY
Household median gross income,"065 Brewsterfield, Co. Kerry",2016,Euro,"56,367.00",BREWSTERFIELD,1,CO. KERRY,KERRY
Household median gross income,"066 Caragh, Co. Kerry",2016,Euro,"38,004.00",CARAGH,1,CO. KERRY,KERRY
Household median gross income,"067 Churchtown, Co. Kerry",2016,Euro,"44,914.00",CHURCHTOWN,1,CO. KERRY,KERRY
Household median gross income,"068 Clydagh, Co. Kerry",2016,Euro,"35,492.00",CLYDAGH,1,CO. KERRY,KERRY
Household median gross income,"069 Coolies, Co. Kerry",2016,Euro,"52,827.00",COOLIES,1,CO. KERRY,KERRY
Household median gross income,"070 Coom, Co. Kerry",2016,Euro,"45,579.00",COOM,1,CO. KERRY,KERRY
Household median gross income,"071 Curraghmore, Co. Kerry",2016,Euro,"35,333.00",CURRAGHMORE,1,CO. KERRY,KERRY
Household median gross income,"072 Currans, Co. Kerry",2016,Euro,"46,510.00",CURRANS,1,CO. KERRY,KERRY
Household median gross income,"073 Doocarrig, Co. Kerry",2016,Euro,"52,479.00",DOOCARRIG,1,CO. KERRY,KERRY
Household median gross income,"074 Dromin, Co. Kerry",2016,Euro,"45,762.00",DROMIN,1,CO. KERRY,KERRY
Household median gross income,"075 Dunloe, Co. Kerry",2016,Euro,"44,951.00",DUNLOE,1,CO. KERRY,KERRY
Household median gross income,"076 Flesk, Co. Kerry",2016,Euro,"56,763.00",FLESK,1,CO. KERRY,KERRY
Household median gross income,"077 Headfort, Co. Kerry",2016,Euro,"47,462.00",HEADFORT,1,CO. KERRY,KERRY
Household median gross income,"078 Kilbonane, Co. Kerry",2016,Euro,"50,207.00",KILBONANE,1,CO. KERRY,KERRY
Household median gross income,"079 Kilcummin, Co. Kerry",2016,Euro,"53,509.00",KILCUMMIN,1,CO. KERRY,KERRY
Household median gross income,"080 Kilfelim, Co. Kerry",2016,Euro,"52,552.00",KILFELIM,1,CO. KERRY,KERRY
Household median gross income,"081 Kilgobnet, Co. Kerry",2016,Euro,"43,577.00",KILGOBNET,1,CO. KERRY,KERRY
Household median gross income,"082 Killarney Rural (Part Urban), Co. Kerry",2016,Euro,"45,616.00",KILLARNEY RURAL (PART URBAN),1,CO. KERRY,KERRY
Household median gross income,"083 Killeentierna, Co. Kerry",2016,Euro,"47,789.00",KILLEENTIERNA,1,CO. KERRY,KERRY
Household median gross income,"084 Killorglin, Co. Kerry",2016,Euro,"35,888.00",KILLORGLIN,1,CO. KERRY,KERRY
Household median gross income,"085 Kilnanare, Co. Kerry",2016,Euro,"39,724.00",KILNANARE,1,CO. KERRY,KERRY
Household median gross income,"086 Knocknahoe, Co. Kerry",2016,Euro,"47,670.00",KNOCKNAHOE,1,CO. KERRY,KERRY
Household median gross income,"087 Lahard, Co. Kerry",2016,Euro,"54,864.00",LAHARD,1,CO. KERRY,KERRY
Household median gross income,"088 Milltown, Co. Kerry",2016,Euro,"43,408.00",MILLTOWN,1,CO. KERRY,KERRY
Household median gross income,"089 Molahiffe, Co. Kerry",2016,Euro,"42,099.00",MOLAHIFFE,1,CO. KERRY,KERRY
Household median gross income,"090 Muckross (Part Urban), Co. Kerry",2016,Euro,"54,737.00",MUCKROSS (PART URBAN),1,CO. KERRY,KERRY
Household median gross income,"091 Rathmore, Co. Kerry",2016,Euro,"48,551.00",RATHMORE,1,CO. KERRY,KERRY
Household median gross income,"092 Rockfield, Co. Kerry",2016,Euro,"48,926.00",ROCKFIELD,1,CO. KERRY,KERRY
Household median gross income,"093 Ardagh, Co. Kerry",2016,Euro,"31,063.00",ARDAGH,1,CO. KERRY,KERRY
Household median gross income,"094 Astee, Co. Kerry",2016,Euro,"41,151.00",ASTEE,1,CO. KERRY,KERRY
Household median gross income,"095 Ballincloher, Co. Kerry",2016,Euro,"43,650.00",BALLINCLOHER,1,CO. KERRY,KERRY
Household median gross income,"096 Ballyconry, Co. Kerry",2016,Euro,"38,937.00",BALLYCONRY,1,CO. KERRY,KERRY
Household median gross income,"097 Ballyduff, Co. Kerry",2016,Euro,"30,337.00",BALLYDUFF,1,CO. KERRY,KERRY
Household median gross income,"098 Ballyegan, Co. Kerry",2016,Euro,"34,962.00",BALLYEGAN,2,CO. KERRY,KERRY
Household median gross income,"099 Ballyhorgan, Co. Kerry",2016,Euro,"43,168.00",BALLYHORGAN,1,CO. KERRY,KERRY
Household median gross income,"100 Beal, Co. Kerry",2016,Euro,"52,876.00",BEAL,1,CO. KERRY,KERRY
Household median gross income,"101 Carrig, Co. Kerry",2016,Euro,"30,978.00",CARRIG,1,CO. KERRY,KERRY
Household median gross income,"102 Causeway, Co. Kerry",2016,Euro,"34,662.00",CAUSEWAY,1,CO. KERRY,KERRY
Household median gross income,"103 Cloontubbrid, Co. Kerry",2016,Euro,"34,614.00",CLOONTUBBRID,1,CO. KERRY,KERRY
Household median gross income,"104 Drommartin, Co. Kerry",2016,Euro,"40,343.00",DROMMARTIN,1,CO. KERRY,KERRY
Household median gross income,"105 Duagh, Co. Kerry",2016,Euro,"39,183.00",DUAGH,1,CO. KERRY,KERRY
Household median gross income,"106 Ennismore, Co. Kerry",2016,Euro,"32,337.00",ENNISMORE,1,CO. KERRY,KERRY
Household median gross income,"107 Gullane, Co. Kerry",2016,Euro,"30,120.00",GULLANE,1,CO. KERRY,KERRY
Household median gross income,"108 Gunsborough, Co. Kerry",2016,Euro,"38,773.00",GUNSBOROUGH,1,CO. KERRY,KERRY
Household median gross income,"109 Kilfeighny, Co. Kerry",2016,Euro,"35,779.00",KILFEIGHNY,1,CO. KERRY,KERRY
Household median gross income,"110 Killehenny, Co. Kerry",2016,Euro,"28,429.00",KILLEHENNY,1,CO. KERRY,KERRY
Household median gross income,"111 Killury, Co. Kerry",2016,Euro,"34,435.00",KILLURY,1,CO. KERRY,KERRY
Household median gross income,"112 Kilmeany, Co. Kerry",2016,Euro,"39,998.00",KILMEANY,1,CO. KERRY,KERRY
Household median gross income,"113 Kilshenane, Co. Kerry",2016,Euro,"30,199.00",KILSHENANE,1,CO. KERRY,KERRY
Household median gross income,"114 Kiltomy, Co. Kerry",2016,Euro,"34,196.00",KILTOMY,1,CO. KERRY,KERRY
Household median gross income,"115 Leitrim, Co. Kerry",2016,Euro,"45,683.00",LEITRIM,1,CO. KERRY,KERRY
Household median gross income,"116 Lislaughtin, Co. Kerry",2016,Euro,"33,266.00",LISLAUGHTIN,1,CO. KERRY,KERRY
Household median gross income,"117 Lisselton, Co. Kerry",2016,Euro,"38,359.00",LISSELTON,1,CO. KERRY,KERRY
Household median gross income,"118 Listowel Rural, Co. Kerry",2016,Euro,"41,352.00",LISTOWEL RURAL,1,CO. KERRY,KERRY
Household median gross income,"119 Lixnaw, Co. Kerry",2016,Euro,"32,513.00",LIXNAW,1,CO. KERRY,KERRY
Household median gross income,"120 Moynsha, Co. Kerry",2016,Euro,"40,653.00",MOYNSHA,1,CO. KERRY,KERRY
Household median gross income,"121 Newtownsandes, Co. Kerry",2016,Euro,"36,082.00",NEWTOWNSANDES,1,CO. KERRY,KERRY
Household median gross income,"122 Rathea, Co. Kerry",2016,Euro,"36,495.00",RATHEA,1,CO. KERRY,KERRY
Household median gross income,"123 Shronowen, Co. Kerry",2016,Euro,"34,415.00",SHRONOWEN,1,CO. KERRY,KERRY
Household median gross income,"124 Tarbert, Co. Kerry",2016,Euro,"35,574.00",TARBERT,1,CO. KERRY,KERRY
Household median gross income,"125 Tarmon, Co. Kerry",2016,Euro,"39,550.00",TARMON,1,CO. KERRY,KERRY
Household median gross income,"126 Trienearagh, Co. Kerry",2016,Euro,"37,588.00",TRIENEARAGH,1,CO. KERRY,KERRY
Household median gross income,"127 Urlee, Co. Kerry",2016,Euro,"33,031.00",URLEE,1,CO. KERRY,KERRY
Household median gross income,"128 Abbeydorney, Co. Kerry",2016,Euro,"40,208.00",ABBEYDORNEY,1,CO. KERRY,KERRY
Household median gross income,"129 Arabela, Co. Kerry",2016,Euro,"48,934.00",ARABELA,1,CO. KERRY,KERRY
Household median gross income,"130 Ardfert, Co. Kerry",2016,Euro,"32,315.00",ARDFERT,1,CO. KERRY,KERRY
Household median gross income,"131 Ballyegan, Co. Kerry",2016,Euro,"52,626.00",BALLYEGAN,2,CO. KERRY,KERRY
Household median gross income,"132 Ballyheige, Co. Kerry",2016,Euro,"34,675.00",BALLYHEIGE,1,CO. KERRY,KERRY
Household median gross income,"133 Ballynahaglish, Co. Kerry",2016,Euro,"46,712.00",BALLYNAHAGLISH,1,CO. KERRY,KERRY
Household median gross income,"134 Ballynorig, Co. Kerry",2016,Euro,"53,139.00",BALLYNORIG,1,CO. KERRY,KERRY
Household median gross income,"135 Ballyseedy, Co. Kerry",2016,Euro,"41,583.00",BALLYSEEDY,1,CO. KERRY,KERRY
Household median gross income,"136 Banna, Co. Kerry",2016,Euro,"38,994.00",BANNA,1,CO. KERRY,KERRY
Household median gross income,"137 Baurtregaum, Co. Kerry",2016,Euro,"40,236.00",BAURTREGAUM,1,CO. KERRY,KERRY
Household median gross income,"138 Blennerville (Part Urban), Co. Kerry",2016,Euro,"48,926.00",BLENNERVILLE (PART URBAN),1,CO. KERRY,KERRY
Household median gross income,"139 Boolteens, Co. Kerry",2016,Euro,"41,629.00",BOOLTEENS,1,CO. KERRY,KERRY
Household median gross income,"140 Brosna, Co. Kerry",2016,Euro,"32,241.00",BROSNA,1,CO. KERRY,KERRY
Household median gross income,"141 Carker, Co. Kerry",2016,Euro,"35,924.00",CARKER,1,CO. KERRY,KERRY
Household median gross income,"142 Castleisland, Co. Kerry",2016,Euro,"35,962.00",CASTLEISLAND,1,CO. KERRY,KERRY
Household median gross income,"143 Clogherbrien, Co. Kerry",2016,Euro,"54,978.00",CLOGHERBRIEN,1,CO. KERRY,KERRY
Household median gross income,"144 Cordal, Co. Kerry",2016,Euro,"42,684.00",CORDAL,1,CO. KERRY,KERRY
Household median gross income,"145 Crinny, Co. Kerry",2016,Euro,"47,948.00",CRINNY,1,CO. KERRY,KERRY
Household median gross income,"146 Derreen, Co. Kerry",2016,Euro,"39,227.00",DERREEN,1,CO. KERRY,KERRY
Household median gross income,"147 Doon, Co. Kerry",2016,Euro,"55,055.00",DOON,1,CO. KERRY,KERRY
Household median gross income,"148 Gneeves, Co. Kerry",2016,Euro,"32,513.00",GNEEVES,1,CO. KERRY,KERRY
Household median gross income,"149 Kerryhead, Co. Kerry",2016,Euro,"35,806.00",KERRYHEAD,1,CO. KERRY,KERRY
Household median gross income,"150 Kilflyn, Co. Kerry",2016,Euro,"31,460.00",KILFLYN,1,CO. KERRY,KERRY
Household median gross income,"151 Kilgarrylander, Co. Kerry",2016,Euro,"36,789.00",KILGARRYLANDER,1,CO. KERRY,KERRY
Household median gross income,"152 Kilgobban, Co. Kerry",2016,Euro,"39,857.00",KILGOBBAN,1,CO. KERRY,KERRY
Household median gross income,"153 Killahan, Co. Kerry",2016,Euro,"33,660.00",KILLAHAN,1,CO. KERRY,KERRY
Household median gross income,"154 Kilmurry, Co. Kerry",2016,Euro,"40,058.00",KILMURRY,1,CO. KERRY,KERRY
Household median gross income,"155 Kiltallagh, Co. Kerry",2016,Euro,"36,682.00",KILTALLAGH,1,CO. KERRY,KERRY
Household median gross income,"156 Knockglass, Co. Kerry",2016,Euro,"41,158.00",KNOCKGLASS,1,CO. KERRY,KERRY
Household median gross income,"157 Knocknagashel, Co. Kerry",2016,Euro,"39,730.00",KNOCKNAGASHEL,1,CO. KERRY,KERRY
Household median gross income,"158 Lackabaun, Co. Kerry",2016,Euro,"43,907.00",LACKABAUN,1,CO. KERRY,KERRY
Household median gross income,"159 Millbrook, Co. Kerry",2016,Euro,"44,191.00",MILLBROOK,1,CO. KERRY,KERRY
Household median gross income,"160 Mount Eagle, Co. Kerry",2016,Euro,"32,524.00",MOUNT EAGLE,1,CO. KERRY,KERRY
Household median gross income,"161 Nohaval, Co. Kerry",2016,Euro,"44,525.00",NOHAVAL,1,CO. KERRY,KERRY
Household median gross income,"162 O'Brennan, Co. Kerry",2016,Euro,"44,966.00",O'BRENNAN,1,CO. KERRY,KERRY
Household median gross income,"163 Ratass, Co. Kerry",2016,Euro,"50,306.00",RATASS,1,CO. KERRY,KERRY
Household median gross income,"164 Scartaglin, Co. Kerry",2016,Euro,"48,915.00",SCARTAGLIN,1,CO. KERRY,KERRY
Household median gross income,"165 Tralee Rural (Part Urban), Co. Kerry",2016,Euro,"37,148.00",TRALEE RURAL (PART URBAN),1,CO. KERRY,KERRY
Household median gross income,"166 Tubrid, Co. Kerry",2016,Euro,"42,395.00",TUBRID,1,CO. KERRY,KERRY
Household median gross income,"001 Abbey A, Limerick City",2016,Euro,"45,769.00",ABBEY A,1,LIMERICK,LIMERICK
Household median gross income,"002 Abbey B, Limerick City",2016,Euro,"40,010.00",ABBEY B,1,LIMERICK,LIMERICK
Household median gross income,"003 Abbey C, Limerick City",2016,Euro,"19,005.00",ABBEY C,1,LIMERICK,LIMERICK
Household median gross income,"004 Abbey D, Limerick City",2016,Euro,"30,288.00",ABBEY D,1,LIMERICK,LIMERICK
Household median gross income,"005 Ballinacurra A, Limerick City",2016,Euro,"50,237.00",BALLINACURRA A,1,LIMERICK,LIMERICK
Household median gross income,"006 Ballinacurra B, Limerick City",2016,Euro,"35,197.00",BALLINACURRA B,1,LIMERICK,LIMERICK
Household median gross income,"007 Ballynanty, Limerick City",2016,Euro,"27,081.00",BALLYNANTY,1,LIMERICK,LIMERICK
Household median gross income,"008 Castle A, Limerick City",2016,Euro,"37,489.00",CASTLE A,1,LIMERICK,LIMERICK
Household median gross income,"009 Castle B, Limerick City",2016,Euro,"38,135.00",CASTLE B,1,LIMERICK,LIMERICK
Household median gross income,"010 Castle C, Limerick City",2016,Euro,"59,108.00",CASTLE C,1,LIMERICK,LIMERICK
Household median gross income,"011 Castle D, Limerick City",2016,Euro,"61,681.00",CASTLE D,1,LIMERICK,LIMERICK
Household median gross income,"012 Coolraine, Limerick City",2016,Euro,"42,851.00",COOLRAINE,1,LIMERICK,LIMERICK
Household median gross income,"013 Custom House, Limerick City",2016,Euro,"22,966.00",CUSTOM HOUSE,1,LIMERICK,LIMERICK
Household median gross income,"014 Dock A, Limerick City",2016,Euro,"20,920.00",DOCK A,1,LIMERICK,LIMERICK
Household median gross income,"015 Dock B, Limerick City",2016,Euro,"25,765.00",DOCK B,1,LIMERICK,LIMERICK
Household median gross income,"016 Dock C, Limerick City",2016,Euro,"29,022.00",DOCK C,1,LIMERICK,LIMERICK
Household median gross income,"017 Dock D, Limerick City",2016,Euro,"43,789.00",DOCK D,1,LIMERICK,LIMERICK
Household median gross income,"018 Farranshone, Limerick City",2016,Euro,"44,053.00",FARRANSHONE,1,LIMERICK,LIMERICK
Household median gross income,"019 Galvone A, Limerick City",2016,Euro,"35,292.00",GALVONE A,1,LIMERICK,LIMERICK
Household median gross income,"020 Galvone B, Limerick City",2016,Euro,"25,425.00",GALVONE B,1,LIMERICK,LIMERICK
Household median gross income,"021 Glentworth A, Limerick City",2016,Euro,"23,012.00",GLENTWORTH A,1,LIMERICK,LIMERICK
Household median gross income,"022 Glentworth B, Limerick City",2016,Euro,"30,724.00",GLENTWORTH B,1,LIMERICK,LIMERICK
Household median gross income,"023 Glentworth C, Limerick City",2016,Euro,"26,972.00",GLENTWORTH C,1,LIMERICK,LIMERICK
Household median gross income,"024 John's A, Limerick City",2016,Euro,"24,527.00",JOHN'S A,1,LIMERICK,LIMERICK
Household median gross income,"025 John's B, Limerick City",2016,Euro,"23,601.00",JOHN'S B,1,LIMERICK,LIMERICK
Household median gross income,"026 John's C, Limerick City",2016,Euro,"30,089.00",JOHN'S C,1,LIMERICK,LIMERICK
Household median gross income,"027 Killeely A, Limerick City",2016,Euro,"26,009.00",KILLEELY A,1,LIMERICK,LIMERICK
Household median gross income,"028 Killeely B, Limerick City",2016,Euro,"26,279.00",KILLEELY B,1,LIMERICK,LIMERICK
Household median gross income,"029 Market, Limerick City",2016,Euro,"25,627.00",MARKET,1,LIMERICK,LIMERICK
Household median gross income,"030 Prospect A, Limerick City",2016,Euro,"23,344.00",PROSPECT A,1,LIMERICK,LIMERICK
Household median gross income,"031 Prospect B, Limerick City",2016,Euro,"26,457.00",PROSPECT B,1,LIMERICK,LIMERICK
Household median gross income,"032 Rathbane, Limerick City",2016,Euro,"26,065.00",RATHBANE,1,LIMERICK,LIMERICK
Household median gross income,"033 St. Laurence, Limerick City",2016,Euro,"40,678.00",ST. LAURENCE,1,LIMERICK,LIMERICK
Household median gross income,"034 Shannon A, Limerick City",2016,Euro,"37,257.00",SHANNON A,1,LIMERICK,LIMERICK
Household median gross income,"035 Shannon B, Limerick City",2016,Euro,"15,687.00",SHANNON B,1,LIMERICK,LIMERICK
Household median gross income,"036 Singland A, Limerick City",2016,Euro,"29,692.00",SINGLAND A,1,LIMERICK,LIMERICK
Household median gross income,"037 Singland B, Limerick City",2016,Euro,"43,406.00",SINGLAND B,1,LIMERICK,LIMERICK
Household median gross income,"065 Limerick North Rural, Limerick City",2016,Euro,"42,394.00",LIMERICK NORTH RURAL,1,LIMERICK,LIMERICK
Household median gross income,"001 Abbeyville, Co. Limerick",2016,Euro,"52,348.00",ABBEYVILLE,1,CO. LIMERICK,LIMERICK
Household median gross income,"002 Adare North, Co. Limerick",2016,Euro,"58,600.00",ADARE NORTH,1,CO. LIMERICK,LIMERICK
Household median gross income,"003 Adare South, Co. Limerick",2016,Euro,"51,795.00",ADARE SOUTH,1,CO. LIMERICK,LIMERICK
Household median gross income,"004 Ballingarry, Co. Limerick",2016,Euro,"43,691.00",BALLINGARRY,1,CO. LIMERICK,LIMERICK
Household median gross income,"005 Ballyagran, Co. Limerick",2016,Euro,"41,918.00",BALLYAGRAN,1,CO. LIMERICK,LIMERICK
Household median gross income,"006 Ballygrennan, Co. Limerick",2016,Euro,"49,652.00",BALLYGRENNAN,1,CO. LIMERICK,LIMERICK
Household median gross income,"007 Ballynabanoge, Co. Limerick",2016,Euro,"48,823.00",BALLYNABANOGE,1,CO. LIMERICK,LIMERICK
Household median gross income,"008 Ballynoe, Co. Limerick",2016,Euro,"54,904.00",BALLYNOE,1,CO. LIMERICK,LIMERICK
Household median gross income,"009 Castletown, Co. Limerick",2016,Euro,"55,657.00",CASTLETOWN,2,CO. LIMERICK,LIMERICK
Household median gross income,"010 Coolrus, Co. Limerick",2016,Euro,"49,553.00",COOLRUS,1,CO. LIMERICK,LIMERICK
Household median gross income,"011 Crean, Co. Limerick",2016,Euro,"52,370.00",CREAN,1,CO. LIMERICK,LIMERICK
Household median gross income,"012 Crecora, Co. Limerick",2016,Euro,"55,959.00",CRECORA,1,CO. LIMERICK,LIMERICK
Household median gross income,"013 Croom, Co. Limerick",2016,Euro,"40,397.00",CROOM,1,CO. LIMERICK,LIMERICK
Household median gross income,"014 Dunnaman, Co. Limerick",2016,Euro,"65,381.00",DUNNAMAN,1,CO. LIMERICK,LIMERICK
Household median gross income,"015 Fedamore, Co. Limerick",2016,Euro,"44,746.00",FEDAMORE,1,CO. LIMERICK,LIMERICK
Household median gross income,"016 Garrane, Co. Limerick",2016,Euro,"60,048.00",GARRANE,1,CO. LIMERICK,LIMERICK
Household median gross income,"017 Grange, Co. Limerick",2016,Euro,"55,217.00",GRANGE,1,CO. LIMERICK,LIMERICK
Household median gross income,"018 Kilfinny, Co. Limerick",2016,Euro,"62,432.00",KILFINNY,1,CO. LIMERICK,LIMERICK
Household median gross income,"019 Kilpeacon, Co. Limerick",2016,Euro,"72,946.00",KILPEACON,1,CO. LIMERICK,LIMERICK
